user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106307,9693,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106307,9693,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106304,9696,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106301,9699,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106293,9707,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106287,9713,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106283,9717,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106275,9725,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106272,9728,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106266,9734,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106266,9734,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
user:vcjqx3itf81tmai6t4pc,500,0,false
user:vy2wxrq15txzyu167dtu,500,0,false
user:wkiw8toit90nleub0rxn,3000,0,false
user:wmusz2iz8ojyuerawbw9,494,6,false
user:x17lcsdfwezng4jcbd8c,500,0,false
user:xog3xntlmh1k53edezw2,500,0,false
user:xxrfndpjlut9oku3udgf,2496,4,false
user:zkd7d01tnbngi0kf5wfq,0,0,false
-----------------------------------------
user:066qf5y1jgi7rfivty08,1000,0,false
user:0zof9gl15fv1fs8enacl,3496,4,true
user:3lf50nj3w4i4s01njet4,500,0,false
user:5bxyg6aowm0pgp25n1p4,494,6,false
user:5g5fioq61o12cym7qydc,500,0,false
user:5vejdjb60z75q9fibf1z,2989,11,false
user:6c2vi4wo7pug3suuja2i,490,10,false
user:9x15m7ly0tflwbwxe6zu,500,0,false
user:a237grw0fmlmzyuqt9c7,500,0,false
user:adcd8ipihhmvucbadpd5,500,0,false
user:cbzu3hcw92007hplzqb2,500,0,false
user:ggxl9uip42bnq0tgs4ch,106266,9734,true
user:j5fdnqzxnq2uki4phqin,494,6,false
user:k0fyypz1fy1zyiwopk45,1176,324,true
user:kvylk4vy08a9gt3qksj0,500,0,false
user:lli2xo68fuhs01tdfgi9,500,0,false
user:n2830u8o704vsiefwwui,1000,0,false
user:p0oksa2jryah5ujx0juq,1496,4,false
user:p1ie79nl0huxatebfrml,500,0,false
user:re6l4aq3z3uukk5nevz9,493,7,true
user:rpjjzc9ibrf4tu6a18di,500,0,false
user:tb4orkvitbcs7ih4putl,500,0,false
user:th1c24uj4t6wdpvqpem3,2500,0,false
user:tzoq5aw9k091ighjwq7x,2472,28,false
